Дата,Значение
18/09/18 - Открытие,110300.0000000
18/09/18 - Открытие,110320.0000000
18/09/18 - Открытие,110340.0000000
18/09/18 - Открытие,110330.0000000
18/09/18 - Открытие,110320.0000000
18/09/18 - Открытие,110340.0000000
18/09/18 - Открытие,110400.0000000
18/09/18 - Открытие,110410.0000000
18/09/18 - Открытие,110400.0000000
18/09/18 - Открытие,110380.0000000
18/09/18 - Открытие,110370.0000000
18/09/18 - Открытие,110360.0000000
18/09/18 - Открытие,110340.0000000
18/09/18 - Открытие,110350.0000000
18/09/18 - Открытие,110350.0000000
18/09/18 - Открытие,110370.0000000
18/09/18 - Открытие,110330.0000000
18/09/18 - Открытие,110320.0000000
18/09/18 - Открытие,110350.0000000
18/09/18 - Открытие,110340.0000000
18/09/18 - Открытие,110340.0000000
18/09/18 - Открытие,110300.0000000
18/09/18 - Открытие,110310.0000000
18/09/18 - Открытие,110350.0000000
18/09/18 - Открытие,110350.0000000
18/09/18 - Открытие,110340.0000000
18/09/18 - Открытие,110390.0000000
18/09/18 - Открытие,110250.0000000
18/09/18 - Открытие,110260.0000000
18/09/18 - Открытие,110250.0000000
18/09/18 - Открытие,110260.0000000
18/09/18 - Открытие,110260.0000000
18/09/18 - Открытие,110280.0000000
18/09/18 - Открытие,110270.0000000
18/09/18 - Открытие,110260.0000000
18/09/18 - Открытие,110330.0000000
18/09/18 - Открытие,110350.0000000
18/09/18 - Открытие,110350.0000000
18/09/18 - Открытие,110410.0000000
18/09/18 - Открытие,110430.0000000
18/09/18 - Открытие,110510.0000000
18/09/18 - Открытие,110490.0000000
18/09/18 - Открытие,110460.0000000
18/09/18 - Открытие,110460.0000000
18/09/18 - Мин,109200.0000000
18/09/18 - Мин,109190.0000000
18/09/18 - Мин,109090.0000000
18/09/18 - Мин,109030.0000000
18/09/18 - Мин,109010.0000000
18/09/18 - Мин,108950.0000000
18/09/18 - Мин,108940.0000000
18/09/18 - Мин,108890.0000000
18/09/18 - Мин,108890.0000000
18/09/18 - Мин,108920.0000000
18/09/18 - Мин,108910.0000000
18/09/18 - Мин,108830.0000000
18/09/18 - Мин,108980.0000000
18/09/18 - Мин,108990.0000000
18/09/18 - Мин,108990.0000000
18/09/18 - Мин,108990.0000000
18/09/18 - Мин,108970.0000000
18/09/18 - Мин,108940.0000000
18/09/18 - Мин,108920.0000000
18/09/18 - Мин,108930.0000000
18/09/18 - Мин,108920.0000000
18/09/18 - Мин,108940.0000000
18/09/18 - Мин,108950.0000000
18/09/18 - Мин,109010.0000000
18/09/18 - Мин,109080.0000000
18/09/18 - Мин,109280.0000000
18/09/18 - Мин,109340.0000000
18/09/18 - Мин,109290.0000000
18/09/18 - Мин,109300.0000000
18/09/18 - Мин,109310.0000000
18/09/18 - Мин,109440.0000000
18/09/18 - Мин,109440.0000000
18/09/18 - Мин,109450.0000000
18/09/18 - Мин,109450.0000000
18/09/18 - Мин,109590.0000000
18/09/18 - Мин,109570.0000000
18/09/18 - Мин,109450.0000000
18/09/18 - Мин,109410.0000000
18/09/18 - Мин,109420.0000000
18/09/18 - Мин,109380.0000000
18/09/18 - Мин,109310.0000000
18/09/18 - Мин,109340.0000000
18/09/18 - Мин,109360.0000000
18/09/18 - Мин,109270.0000000
18/09/18 - Мин,109340.0000000
18/09/18 - Мин,109350.0000000
18/09/18 - Мин,109320.0000000
18/09/18 - Мин,109310.0000000
18/09/18 - Мин,109300.0000000
18/09/18 - Мин,109310.0000000
18/09/18 - Мин,109290.0000000
18/09/18 - Мин,109550.0000000
18/09/18 - Мин,109480.0000000
18/09/18 - Мин,109250.0000000
18/09/18 - Мин,109070.0000000
18/09/18 - Мин,109220.0000000
18/09/18 - Мин,109210.0000000
18/09/18 - Мин,109160.0000000
18/09/18 - Мин,109120.0000000
18/09/18 - Мин,109090.0000000
18/09/18 - Мин,109100.0000000
18/09/18 - Мин,109260.0000000
18/09/18 - Мин,109240.0000000
18/09/18 - Мин,109200.0000000
18/09/18 - Мин,109250.0000000
18/09/18 - Мин,109200.0000000
18/09/18 - Мин,109200.0000000
18/09/18 - Мин,109210.0000000
18/09/18 - Мин,109200.0000000
18/09/18 - Мин,109190.0000000
18/09/18 - Мин,109190.0000000
18/09/18 - Мин,109250.0000000
18/09/18 - Мин,109290.0000000
18/09/18 - Мин,109220.0000000
18/09/18 - Мин,109180.0000000
18/09/18 - Мин,109170.0000000
18/09/18 - Мин,109170.0000000
18/09/18 - Мин,109190.0000000
18/09/18 - Мин,109170.0000000
18/09/18 - Мин,109180.0000000
18/09/18 - Мин,109200.0000000
18/09/18 - Мин,109190.0000000
18/09/18 - Мин,109210.0000000
18/09/18 - Мин,109290.0000000
18/09/18 - Мин,109270.0000000
18/09/18 - Мин,109240.0000000
18/09/18 - Мин,109300.0000000
18/09/18 - Мин,109300.0000000
18/09/18 - Мин,109290.0000000
18/09/18 - Мин,109340.0000000
18/09/18 - Мин,109350.0000000
18/09/18 - Мин,109280.0000000
18/09/18 - Мин,109270.0000000
18/09/18 - Мин,109310.0000000
18/09/18 - Мин,109250.0000000
18/09/18 - Мин,109280.0000000
18/09/18 - Мин,109290.0000000
18/09/18 - Мин,109290.0000000
18/09/18 - Мин,109290.0000000
18/09/18 - Мин,109280.0000000
18/09/18 - Мин,109220.0000000
18/09/18 - Мин,109350.0000000
18/09/18 - Мин,109390.0000000
18/09/18 - Мин,109400.0000000
18/09/18 - Мин,109420.0000000
18/09/18 - Мин,109420.0000000
18/09/18 - Мин,109430.0000000
18/09/18 - Мин,109440.0000000
18/09/18 - Мин,109480.0000000
18/09/18 - Мин,109420.0000000
18/09/18 - Мин,109430.0000000
18/09/18 - Мин,109430.0000000
18/09/18 - Мин,109500.0000000
18/09/18 - Мин,109490.0000000
18/09/18 - Мин,109450.0000000
18/09/18 - Мин,109540.0000000
18/09/18 - Мин,109480.0000000
18/09/18 - Мин,109490.0000000
18/09/18 - Мин,109480.0000000
18/09/18 - Мин,109430.0000000
18/09/18 - Мин,109410.0000000
18/09/18 - Мин,109380.0000000
18/09/18 - Мин,109490.0000000
18/09/18 - Мин,109500.0000000
18/09/18 - Мин,109500.0000000
18/09/18 - Мин,109550.0000000
18/09/18 - Мин,109560.0000000
18/09/18 - Мин,109590.0000000
18/09/18 - Мин,109600.0000000
18/09/18 - Мин,109620.0000000
18/09/18 - Мин,109650.0000000
18/09/18 - Мин,109660.0000000
18/09/18 - Мин,109690.0000000
18/09/18 - Мин,109690.0000000
18/09/18 - Мин,109730.0000000
18/09/18 - Мин,109750.0000000
18/09/18 - Мин,109720.0000000
18/09/18 - Мин,109750.0000000
18/09/18 - Мин,109740.0000000
18/09/18 - Мин,109730.0000000
18/09/18 - Мин,109720.0000000
18/09/18 - Мин,109670.0000000
18/09/18 - Мин,109620.0000000
18/09/18 - Мин,109620.0000000
18/09/18 - Мин,109600.0000000
18/09/18 - Мин,109590.0000000
18/09/18 - Мин,109590.0000000
18/09/18 - Мин,109580.0000000
18/09/18 - Мин,109600.0000000
18/09/18 - Мин,109570.0000000
18/09/18 - Мин,109580.0000000
18/09/18 - Мин,109610.0000000
18/09/18 - Мин,109620.0000000
18/09/18 - Мин,109580.0000000
18/09/18 - Мин,109580.0000000
18/09/18 - Мин,109570.0000000
18/09/18 - Мин,109530.0000000
18/09/18 - Мин,109520.0000000
18/09/18 - Мин,109460.0000000
18/09/18 - Мин,109500.0000000
18/09/18 - Мин,109470.0000000
18/09/18 - Мин,109420.0000000
18/09/18 - Мин,109370.0000000
18/09/18 - Мин,109410.0000000
18/09/18 - Мин,109410.0000000
18/09/18 - Мин,109430.0000000
18/09/18 - Мин,109460.0000000
18/09/18 - Мин,109510.0000000
18/09/18 - Мин,109510.0000000
18/09/18 - Мин,109550.0000000
18/09/18 - Мин,109570.0000000
18/09/18 - Мин,109560.0000000
18/09/18 - Мин,109620.0000000
18/09/18 - Мин,109660.0000000
18/09/18 - Мин,109620.0000000
18/09/18 - Мин,109600.0000000
18/09/18 - Мин,109570.0000000
18/09/18 - Мин,109560.0000000
18/09/18 - Мин,109580.0000000
18/09/18 - Мин,109580.0000000
18/09/18 - Мин,109610.0000000
18/09/18 - Мин,109560.0000000
18/09/18 - Мин,109500.0000000
18/09/18 - Мин,109570.0000000
18/09/18 - Мин,109580.0000000
18/09/18 - Мин,109530.0000000
18/09/18 - Мин,109490.0000000
18/09/18 - Мин,109540.0000000
18/09/18 - Мин,109540.0000000
18/09/18 - Мин,109500.0000000
18/09/18 - Мин,109480.0000000
18/09/18 - Мин,109480.0000000
18/09/18 - Мин,109490.0000000
18/09/18 - Мин,109510.0000000
18/09/18 - Мин,109440.0000000
18/09/18 - Мин,109480.0000000
18/09/18 - Мин,109520.0000000
18/09/18 - Мин,109500.0000000
18/09/18 - Мин,109460.0000000
18/09/18 - Мин,109480.0000000
18/09/18 - Мин,109490.0000000
18/09/18 - Мин,109540.0000000
18/09/18 - Мин,109530.0000000
18/09/18 - Мин,109510.0000000
18/09/18 - Мин,109520.0000000
18/09/18 - Мин,109540.0000000
18/09/18 - Мин,109530.0000000
18/09/18 - Мин,109520.0000000
18/09/18 - Мин,109530.0000000
18/09/18 - Мин,109560.0000000
18/09/18 - Мин,109550.0000000
18/09/18 - Мин,109560.0000000
18/09/18 - Мин,109570.0000000
18/09/18 - Мин,109570.0000000
18/09/18 - Мин,109570.0000000
18/09/18 - Мин,109600.0000000
18/09/18 - Мин,109580.0000000
18/09/18 - Мин,109570.0000000
18/09/18 - Мин,109620.0000000
18/09/18 - Мин,109610.0000000
18/09/18 - Мин,109620.0000000
18/09/18 - Мин,109630.0000000
18/09/18 - Мин,109640.0000000
18/09/18 - Мин,109610.0000000
18/09/18 - Мин,109650.0000000
18/09/18 - Мин,109650.0000000
18/09/18 - Мин,109650.0000000
18/09/18 - Мин,109680.0000000
18/09/18 - Мин,109750.0000000
18/09/18 - Мин,109730.0000000
18/09/18 - Мин,109670.0000000
18/09/18 - Мин,109700.0000000
18/09/18 - Мин,109790.0000000
18/09/18 - Мин,109790.0000000
18/09/18 - Мин,109760.0000000
18/09/18 - Мин,109750.0000000
18/09/18 - Мин,109760.0000000
18/09/18 - Мин,109780.0000000
18/09/18 - Мин,109810.0000000
18/09/18 - Мин,109910.0000000
18/09/18 - Мин,109900.0000000
18/09/18 - Мин,109940.0000000
18/09/18 - Мин,109930.0000000
18/09/18 - Мин,109890.0000000
18/09/18 - Мин,109930.0000000
18/09/18 - Мин,109920.0000000
18/09/18 - Мин,109890.0000000
18/09/18 - Мин,109890.0000000
18/09/18 - Мин,109890.0000000
18/09/18 - Мин,109860.0000000
18/09/18 - Мин,109920.0000000
18/09/18 - Мин,109920.0000000
18/09/18 - Мин,109920.0000000
18/09/18 - Мин,109920.0000000
18/09/18 - Мин,109880.0000000
18/09/18 - Мин,109870.0000000
18/09/18 - Мин,109870.0000000
18/09/18 - Мин,109890.0000000
18/09/18 - Мин,109900.0000000
18/09/18 - Мин,109950.0000000
18/09/18 - Мин,109950.0000000
18/09/18 - Мин,109910.0000000
18/09/18 - Мин,109870.0000000
18/09/18 - Мин,109880.0000000
18/09/18 - Мин,109860.0000000
18/09/18 - Мин,109890.0000000
18/09/18 - Мин,109810.0000000
18/09/18 - Мин,109820.0000000
18/09/18 - Мин,109820.0000000
18/09/18 - Мин,109820.0000000
18/09/18 - Мин,109820.0000000
18/09/18 - Мин,109840.0000000
18/09/18 - Мин,109840.0000000
18/09/18 - Мин,109820.0000000
18/09/18 - Мин,109810.0000000
18/09/18 - Мин,109820.0000000
18/09/18 - Мин,109820.0000000
18/09/18 - Мин,109800.0000000
18/09/18 - Мин,109820.0000000
18/09/18 - Мин,109810.0000000
18/09/18 - Мин,109790.0000000
18/09/18 - Мин,109790.0000000
18/09/18 - Мин,109790.0000000
18/09/18 - Мин,109780.0000000
18/09/18 - Мин,109740.0000000
18/09/18 - Мин,109750.0000000
18/09/18 - Мин,109750.0000000
18/09/18 - Мин,109760.0000000
18/09/18 - Мин,109740.0000000
18/09/18 - Мин,109740.0000000
18/09/18 - Мин,109760.0000000
18/09/18 - Мин,109770.0000000
18/09/18 - Мин,109830.0000000
18/09/18 - Мин,109840.0000000
18/09/18 - Мин,109820.0000000
18/09/18 - Мин,109840.0000000
18/09/18 - Мин,109870.0000000
18/09/18 - Мин,109900.0000000
18/09/18 - Мин,109880.0000000
18/09/18 - Мин,109870.0000000
18/09/18 - Мин,109850.0000000
18/09/18 - Мин,109820.0000000
18/09/18 - Мин,109850.0000000
18/09/18 - Мин,109880.0000000
18/09/18 - Мин,109870.0000000
18/09/18 - Мин,109860.0000000
18/09/18 - Мин,109850.0000000
18/09/18 - Мин,109810.0000000
18/09/18 - Мин,109800.0000000
18/09/18 - Мин,109810.0000000
18/09/18 - Мин,109810.0000000
18/09/18 - Мин,109850.0000000
18/09/18 - Мин,109880.0000000
18/09/18 - Мин,109850.0000000
